purchase_date,flight_date,day_of_week,origin,destination,airline,days_to_flight,departure_time,class,stops,ticket_price
2024-10-19,2024-10-26,Saturday,IZM,ADB,SunExpress,7,02:45,Economy,0,977
2024-08-20,2024-09-16,Monday,AYT,IZM,Turkish Airlines,27,16:15,Economy,0,1057
2023-12-25,2024-01-19,Friday,AYT,IST,AnadoluJet,25,22:30,Economy,0,1045
2024-06-20,2024-07-25,Thursday,ANK,AYT,AnadoluJet,35,10:00,Economy,0,859
2024-03-04,2024-04-13,Saturday,IST,ADB,AnadoluJet,40,00:15,Economy,0,917
2024-06-16,2024-06-30,Sunday,IZM,IST,AnadoluJet,14,20:00,Economy,0,942
2024-04-17,2024-05-04,Saturday,AYT,IST,Pegasus,17,19:30,Economy,0,1014
2024-11-11,2024-12-04,Wednesday,ADB,IST,Turkish Airlines,23,05:00,Business,0,2131
2024-02-15,2024-04-12,Friday,IST,IZM,AnadoluJet,57,10:45,Economy,0,721
2024-10-24,2024-10-27,Sunday,ANK,ADB,Pegasus,3,10:30,Economy,0,1088
2024-01-31,2024-02-25,Sunday,ANK,AYT,Turkish Airlines,25,22:00,Economy,0,960
2024-11-14,2024-12-12,Thursday,ADB,IST,Turkish Airlines,28,14:15,Business,0,2144
2024-10-05,2024-10-27,Sunday,ANK,IZM,Pegasus,22,18:00,Economy,0,995
2024-07-06,2024-08-23,Friday,IZM,IST,SunExpress,48,16:45,Economy,1,750
2024-05-01,2024-06-25,Tuesday,ANK,ADB,Pegasus,55,09:15,Economy,0,913
2024-10-24,2024-11-05,Tuesday,AYT,ADB,Pegasus,12,04:45,Economy,0,1067
2024-07-01,2024-07-11,Thursday,ESB,ADB,AnadoluJet,10,21:15,Business,0,2259
2024-06-17,2024-08-09,Friday,IST,AYT,Turkish Airlines,53,02:15,Business,1,1826
2024-06-03,2024-06-19,Wednesday,ESB,ADB,Turkish Airlines,16,19:45,Economy,0,980
2024-10-24,2024-11-03,Sunday,ESB,IST,AnadoluJet,10,21:45,Economy,1,902
2023-12-24,2024-01-09,Tuesday,ANK,ESB,Turkish Airlines,16,05:45,Economy,0,960
2023-12-10,2024-01-06,Saturday,IST,IZM,Pegasus,27,14:00,Economy,0,981
2024-08-01,2024-08-15,Thursday,IZM,ANK,Pegasus,14,13:00,Economy,1,897
2024-09-01,2024-10-19,Saturday,ANK,ADB,Pegasus,48,00:30,Economy,1,799
2024-07-24,2024-09-17,Tuesday,IST,ADB,AnadoluJet,55,00:45,Economy,1,638
2024-05-31,2024-07-30,Tuesday,IZM,ANK,SunExpress,60,14:30,Economy,0,859
2024-06-06,2024-07-02,Tuesday,ADB,IZM,Pegasus,26,09:00,Economy,0,908
2024-02-19,2024-03-11,Monday,IZM,IST,Pegasus,21,10:30,Economy,1,806
2024-02-03,2024-02-22,Thursday,IZM,ESB,Turkish Airlines,19,01:15,Economy,0,992
2024-03-11,2024-03-16,Saturday,AYT,ESB,Turkish Airlines,5,05:45,Economy,1,876
2024-06-07,2024-08-04,Sunday,ESB,ADB,AnadoluJet,58,09:15,Economy,0,803
2024-05-30,2024-06-22,Saturday,IZM,IST,AnadoluJet,23,03:45,Economy,1,749
2024-08-16,2024-09-12,Thursday,IST,ADB,SunExpress,27,10:45,Economy,1,755
2024-07-23,2024-08-30,Friday,IST,AYT,AnadoluJet,38,23:45,Economy,0,914
2024-05-03,2024-06-09,Sunday,IZM,AYT,Pegasus,37,18:45,Business,0,2198
2024-06-27,2024-07-19,Friday,ANK,AYT,SunExpress,22,01:30,Economy,0,936
2024-04-18,2024-06-01,Saturday,AYT,ADB,Pegasus,44,00:15,Economy,0,899
2024-08-08,2024-09-25,Wednesday,AYT,ANK,Pegasus,48,23:00,Economy,0,777
2024-03-19,2024-03-26,Tuesday,IST,AYT,Pegasus,7,03:15,Business,0,2249
2024-11-05,2024-12-30,Monday,ANK,IZM,Turkish Airlines,55,21:30,Economy,0,839
2024-05-22,2024-06-17,Monday,ANK,ESB,Turkish Airlines,26,07:15,Economy,0,923
2023-12-21,2024-02-05,Monday,ANK,IZM,SunExpress,46,09:45,Business,1,1946
2024-08-14,2024-09-15,Sunday,AYT,ESB,Turkish Airlines,32,05:00,Economy,1,779
2024-04-06,2024-04-14,Sunday,ANK,IST,Turkish Airlines,8,16:15,Economy,0,1143
2024-02-09,2024-03-03,Sunday,ADB,ESB,SunExpress,23,01:00,Economy,0,1007
2024-05-31,2024-06-11,Tuesday,AYT,IST,Turkish Airlines,11,14:15,Economy,0,1032
2024-02-07,2024-03-15,Friday,AYT,ANK,Pegasus,37,22:15,Economy,0,916
2024-10-24,2024-11-24,Sunday,IZM,IST,Turkish Airlines,31,01:15,Economy,1,776
2024-06-19,2024-08-14,Wednesday,ANK,IZM,SunExpress,56,16:00,Business,0,2064
2024-05-05,2024-05-18,Saturday,ANK,ADB,Turkish Airlines,13,13:15,Economy,1,869
2024-02-05,2024-02-22,Thursday,ANK,IST,Turkish Airlines,17,08:30,Business,0,2274
2024-12-01,2024-12-11,Wednesday,IZM,ANK,AnadoluJet,10,11:00,Economy,1,920
2024-11-11,2024-12-17,Tuesday,ESB,ADB,AnadoluJet,36,22:00,Economy,1,782
2024-05-24,2024-06-29,Saturday,IST,AYT,Turkish Airlines,36,20:15,Economy,0,922
2024-08-18,2024-08-27,Tuesday,IZM,IST,AnadoluJet,9,08:45,Economy,1,833
2024-08-03,2024-09-19,Thursday,ANK,IZM,Pegasus,47,23:30,Business,0,2126
2024-02-19,2024-02-28,Wednesday,AYT,ANK,AnadoluJet,9,03:30,Economy,0,1149
2024-05-08,2024-05-18,Saturday,ADB,ESB,Pegasus,10,02:00,Economy,0,1065
2024-11-21,2024-12-28,Saturday,IST,AYT,Pegasus,37,22:30,Economy,0,871
2024-06-17,2024-07-17,Wednesday,IST,IZM,Pegasus,30,19:00,Economy,0,933
2024-06-01,2024-07-16,Tuesday,ADB,ESB,SunExpress,45,19:00,Economy,0,926
2024-06-06,2024-07-13,Saturday,ANK,IST,SunExpress,37,09:30,Economy,0,894
2024-02-17,2024-03-20,Wednesday,ANK,AYT,Turkish Airlines,32,01:45,Economy,0,926
2024-08-05,2024-09-23,Monday,IST,ESB,AnadoluJet,49,18:45,Economy,0,799
2024-08-10,2024-09-29,Sunday,IST,ESB,Pegasus,50,15:30,Economy,0,883
2024-01-23,2024-02-27,Tuesday,IST,IZM,SunExpress,35,02:45,Economy,0,947
2024-09-08,2024-10-08,Tuesday,IZM,ESB,AnadoluJet,30,19:15,Economy,0,1045
2024-07-26,2024-08-19,Monday,ESB,ADB,Turkish Airlines,24,13:45,Economy,1,781
2024-08-17,2024-09-03,Tuesday,AYT,ADB,AnadoluJet,17,07:30,Economy,1,883
2024-12-01,2024-12-25,Wednesday,ANK,ESB,AnadoluJet,24,12:45,Business,0,2280
2024-02-21,2024-04-13,Saturday,ESB,AYT,AnadoluJet,52,14:45,Business,0,1945
2024-04-21,2024-06-20,Thursday,AYT,IST,SunExpress,60,23:45,Business,0,2065
2024-05-09,2024-07-06,Saturday,IZM,ADB,Turkish Airlines,58,06:15,Economy,0,733
2023-12-21,2024-01-11,Thursday,IZM,ESB,Turkish Airlines,21,03:30,Economy,1,754
2024-01-31,2024-03-04,Monday,ANK,ADB,AnadoluJet,33,02:30,Economy,1,870
2024-06-25,2024-07-19,Friday,ANK,AYT,Pegasus,24,19:15,Economy,0,1012
2024-05-31,2024-06-03,Monday,IZM,IST,Turkish Airlines,3,12:30,Economy,0,1142
2024-10-10,2024-10-19,Saturday,ESB,ADB,SunExpress,9,16:00,Economy,0,1023
2024-03-22,2024-05-20,Monday,IST,ANK,Pegasus,59,17:30,Business,0,2061
2024-03-27,2024-05-18,Saturday,AYT,ANK,SunExpress,52,10:45,Economy,0,845
2024-05-09,2024-05-14,Tuesday,IZM,IST,Pegasus,5,18:00,Economy,0,986
2024-08-30,2024-09-30,Monday,AYT,ADB,Turkish Airlines,31,23:30,Economy,0,1041
2024-08-04,2024-08-07,Wednesday,ADB,ANK,SunExpress,3,08:45,Economy,0,1107
2024-07-07,2024-07-23,Tuesday,AYT,ANK,Pegasus,16,17:45,Economy,0,1106
2024-02-16,2024-04-04,Thursday,IZM,AYT,AnadoluJet,48,16:15,Economy,0,854
2024-09-22,2024-10-23,Wednesday,ESB,IZM,Turkish Airlines,31,05:00,Economy,0,919
2024-09-01,2024-10-08,Tuesday,AYT,ANK,Turkish Airlines,37,10:15,Economy,0,1014
2024-05-22,2024-06-29,Saturday,IZM,ANK,AnadoluJet,38,00:45,Economy,1,719
2024-12-17,2024-12-21,Saturday,ESB,ADB,Turkish Airlines,4,10:15,Economy,0,1087
2024-03-26,2024-04-05,Friday,ANK,ADB,Turkish Airlines,10,06:00,Business,1,2194
2024-02-12,2024-03-12,Tuesday,IST,ADB,Turkish Airlines,29,17:00,Business,0,2178
2024-03-24,2024-03-28,Thursday,IZM,AYT,Turkish Airlines,4,23:30,Economy,1,863
2024-10-11,2024-11-22,Friday,ANK,IZM,Turkish Airlines,42,18:00,Economy,0,886
2024-06-15,2024-07-21,Sunday,ESB,IZM,Turkish Airlines,36,14:45,Economy,1,680
2024-03-05,2024-03-29,Friday,IST,ADB,Turkish Airlines,24,04:15,Economy,1,882
2024-01-14,2024-01-29,Monday,ANK,ESB,Turkish Airlines,15,01:45,Business,1,2050
2024-05-10,2024-05-11,Saturday,ADB,ESB,SunExpress,1,11:00,Economy,0,1128
2024-10-08,2024-11-26,Tuesday,ADB,ANK,Pegasus,49,10:45,Business,1,1984
2024-11-14,2024-11-16,Saturday,IST,AYT,Pegasus,2,02:15,Economy,0,1166
2024-05-25,2024-07-11,Thursday,ADB,IST,SunExpress,47,09:45,Economy,0,946
2024-04-16,2024-05-24,Friday,ADB,AYT,SunExpress,38,12:15,Economy,0,989
2024-11-25,2024-12-10,Tuesday,IST,ANK,Turkish Airlines,15,14:30,Business,0,2239
2024-02-13,2024-03-09,Saturday,AYT,IST,Pegasus,25,04:45,Economy,0,975
2024-01-10,2024-01-16,Tuesday,IST,ESB,Pegasus,6,06:15,Economy,0,1058
2024-07-15,2024-09-04,Wednesday,ANK,AYT,Turkish Airlines,51,21:15,Economy,1,611
2024-06-01,2024-07-17,Wednesday,AYT,IST,Turkish Airlines,46,06:45,Business,1,1994
2024-08-19,2024-09-01,Sunday,AYT,IZM,AnadoluJet,13,18:15,Business,0,2199
2024-04-27,2024-05-05,Sunday,ANK,AYT,Pegasus,8,21:30,Economy,0,1097
2023-12-15,2024-01-17,Wednesday,IST,IZM,AnadoluJet,33,21:00,Economy,0,990
2024-09-11,2024-09-28,Saturday,IZM,ESB,SunExpress,17,09:45,Economy,0,1035
2024-01-26,2024-02-25,Sunday,ADB,ANK,Turkish Airlines,30,23:00,Economy,0,979
2024-01-02,2024-02-06,Tuesday,IZM,ESB,AnadoluJet,35,07:45,Economy,0,885
2023-12-25,2024-02-03,Saturday,ADB,AYT,SunExpress,40,03:15,Economy,0,864
2024-09-29,2024-10-03,Thursday,ESB,IST,SunExpress,4,02:45,Economy,1,910
2024-11-02,2024-12-30,Monday,ESB,IZM,AnadoluJet,58,22:00,Economy,0,742
2024-05-25,2024-05-25,Saturday,AYT,IST,SunExpress,0,09:45,Economy,1,995
2024-01-11,2024-03-03,Sunday,AYT,ADB,Pegasus,52,14:45,Economy,0,933
2024-02-10,2024-04-10,Wednesday,IST,IZM,SunExpress,60,00:45,Economy,0,810
2024-01-19,2024-02-18,Sunday,IST,ADB,Pegasus,30,13:45,Economy,0,861
2024-07-11,2024-08-25,Sunday,IST,AYT,SunExpress,45,01:15,Business,0,2081
2024-09-27,2024-11-13,Wednesday,IST,ADB,Turkish Airlines,47,20:45,Economy,1,645
2024-03-20,2024-04-22,Monday,AYT,ANK,SunExpress,33,18:30,Economy,0,1027
2024-10-08,2024-11-27,Wednesday,ANK,IZM,Pegasus,50,08:00,Economy,1,784
2024-01-14,2024-02-05,Monday,ANK,IZM,SunExpress,22,22:00,Economy,1,777
2024-10-07,2024-10-29,Tuesday,IZM,ESB,SunExpress,22,04:30,Economy,0,916
2024-09-01,2024-10-14,Monday,AYT,IZM,SunExpress,43,14:00,Economy,0,961
2024-09-03,2024-10-29,Tuesday,ESB,IST,SunExpress,56,21:45,Economy,0,751
2024-09-13,2024-09-23,Monday,IZM,ESB,Pegasus,10,02:00,Economy,0,1003
2024-04-13,2024-05-31,Friday,AYT,ADB,Pegasus,48,04:00,Business,0,2010
2024-04-10,2024-05-27,Monday,AYT,ESB,Pegasus,47,04:00,Business,1,1994
2024-05-21,2024-07-09,Tuesday,IST,ESB,AnadoluJet,49,20:30,Economy,0,811
2024-04-06,2024-05-27,Monday,ANK,IZM,Turkish Airlines,51,12:00,Economy,0,860
2024-01-24,2024-02-28,Wednesday,ESB,ANK,SunExpress,35,02:45,Economy,0,854
2024-04-23,2024-05-19,Sunday,IZM,IST,Turkish Airlines,26,03:00,Economy,0,1025
2024-03-19,2024-03-21,Thursday,IZM,ESB,SunExpress,2,16:00,Economy,0,1163
2023-12-30,2024-01-26,Friday,AYT,IST,AnadoluJet,27,03:45,Economy,0,1058
2023-12-28,2024-01-21,Sunday,ADB,ANK,AnadoluJet,24,21:00,Economy,0,904
2024-09-11,2024-10-19,Saturday,ANK,AYT,AnadoluJet,38,04:15,Economy,1,740
2024-08-31,2024-10-11,Friday,ADB,IZM,SunExpress,41,20:15,Economy,1,826
2024-03-21,2024-05-10,Friday,AYT,IST,Pegasus,50,08:30,Economy,0,752
2024-10-06,2024-11-20,Wednesday,IST,IZM,AnadoluJet,45,21:30,Economy,0,890
2024-01-18,2024-02-29,Thursday,ADB,IZM,Pegasus,42,05:00,Economy,0,964
2024-07-18,2024-09-09,Monday,ANK,ADB,Turkish Airlines,53,21:30,Business,0,1998
2024-09-22,2024-11-19,Tuesday,IST,IZM,Pegasus,58,21:15,Economy,0,747
2023-11-13,2024-01-07,Sunday,AYT,IZM,SunExpress,55,15:00,Economy,0,877
2024-07-25,2024-08-27,Tuesday,AYT,ESB,AnadoluJet,33,04:00,Business,0,2098
2024-07-30,2024-09-11,Wednesday,ANK,IST,AnadoluJet,43,20:45,Economy,1,655
2024-05-26,2024-07-22,Monday,AYT,ADB,Turkish Airlines,57,15:30,Economy,0,861
2024-05-08,2024-07-06,Saturday,ADB,ANK,SunExpress,59,06:30,Economy,0,750
2024-01-21,2024-01-31,Wednesday,IST,ESB,Pegasus,10,20:45,Economy,0,1043
2024-11-07,2024-11-09,Saturday,ADB,IZM,Turkish Airlines,2,03:00,Business,1,2168
2024-12-17,2024-12-19,Thursday,IZM,ANK,SunExpress,2,06:15,Economy,0,1137
2024-06-10,2024-07-09,Tuesday,ESB,ADB,Pegasus,29,08:45,Economy,0,1031
2024-08-06,2024-10-01,Tuesday,ESB,IZM,Turkish Airlines,56,07:45,Economy,1,753
2024-07-19,2024-08-01,Thursday,AYT,ANK,AnadoluJet,13,21:30,Economy,0,1128
2024-03-01,2024-04-02,Tuesday,ADB,IZM,Turkish Airlines,32,18:00,Economy,0,1033
2024-02-14,2024-02-15,Thursday,IST,ANK,Turkish Airlines,1,16:15,Economy,0,1043
2024-08-09,2024-09-21,Saturday,AYT,ADB,Pegasus,43,04:00,Economy,1,656
2024-08-17,2024-08-25,Sunday,AYT,ANK,AnadoluJet,8,09:45,Business,0,2182
2024-10-31,2024-11-23,Saturday,ADB,IZM,Turkish Airlines,23,20:00,Economy,0,927
2024-01-15,2024-03-15,Friday,ADB,ESB,Pegasus,60,22:45,Economy,0,740
2024-01-12,2024-01-15,Monday,AYT,ESB,Turkish Airlines,3,08:15,Economy,0,1131
2024-03-11,2024-04-26,Friday,ESB,AYT,AnadoluJet,46,16:00,Economy,0,775
2024-08-22,2024-10-16,Wednesday,ADB,IST,Turkish Airlines,55,19:00,Economy,0,852
2024-04-10,2024-06-03,Monday,ADB,AYT,AnadoluJet,54,19:15,Economy,0,780
2024-07-23,2024-08-15,Thursday,ESB,ADB,Turkish Airlines,23,23:15,Economy,0,914
2024-03-10,2024-04-06,Saturday,ADB,ANK,AnadoluJet,27,14:45,Economy,1,778
2024-02-29,2024-03-08,Friday,ESB,AYT,Pegasus,8,07:30,Economy,0,1086
2024-09-09,2024-10-08,Tuesday,AYT,IST,Turkish Airlines,29,00:00,Economy,1,804
2024-08-27,2024-09-15,Sunday,ANK,ADB,Turkish Airlines,19,15:15,Economy,1,867
2024-09-13,2024-10-31,Thursday,ESB,IZM,Pegasus,48,05:30,Economy,0,886
2024-02-13,2024-03-27,Wednesday,ADB,IST,SunExpress,43,16:15,Economy,1,635
2024-08-30,2024-09-03,Tuesday,ANK,IZM,SunExpress,4,06:30,Economy,0,1112
2024-05-26,2024-05-27,Monday,ANK,AYT,SunExpress,1,03:45,Economy,0,1069
2024-02-28,2024-03-11,Monday,ESB,ANK,SunExpress,12,08:15,Economy,0,956
2023-12-24,2024-02-15,Thursday,ESB,AYT,Pegasus,53,17:15,Business,1,1786
2023-11-16,2024-01-04,Thursday,IST,ESB,Turkish Airlines,49,17:30,Economy,0,839
2024-09-22,2024-11-16,Saturday,ANK,ESB,SunExpress,55,03:15,Economy,0,893
2024-09-06,2024-10-25,Friday,ESB,ADB,AnadoluJet,49,03:30,Economy,0,954
2024-07-16,2024-09-14,Saturday,ESB,AYT,Pegasus,60,13:30,Economy,0,809
2023-11-05,2024-01-02,Tuesday,AYT,ANK,Pegasus,58,00:00,Economy,0,754
2024-05-18,2024-05-21,Tuesday,IST,AYT,Pegasus,3,23:45,Economy,0,1119
2024-08-04,2024-09-10,Tuesday,ADB,ESB,Pegasus,37,01:45,Economy,0,925
2024-04-06,2024-04-07,Sunday,IZM,AYT,AnadoluJet,1,04:15,Economy,0,1172
2024-11-05,2024-11-27,Wednesday,ESB,IZM,Turkish Airlines,22,02:15,Economy,0,1033
2024-09-17,2024-10-13,Sunday,ANK,AYT,Pegasus,26,21:15,Economy,0,987
2024-04-10,2024-05-26,Sunday,IST,AYT,Pegasus,46,01:15,Economy,0,912
2024-04-14,2024-06-08,Saturday,AYT,ADB,Turkish Airlines,55,01:15,Economy,0,896
2024-02-17,2024-04-01,Monday,AYT,IST,SunExpress,44,16:00,Economy,0,963
2024-03-29,2024-04-02,Tuesday,ANK,ESB,Turkish Airlines,4,21:00,Economy,1,912
2024-05-21,2024-07-04,Thursday,IST,IZM,Turkish Airlines,44,08:15,Economy,1,776
2024-07-01,2024-07-28,Sunday,ADB,IZM,AnadoluJet,27,02:45,Economy,0,1032
2024-10-27,2024-12-14,Saturday,AYT,IST,SunExpress,48,23:45,Economy,0,823
2023-11-20,2024-01-18,Thursday,ANK,IZM,Pegasus,59,01:15,Economy,1,592
2024-05-25,2024-06-23,Sunday,ESB,IST,AnadoluJet,29,03:15,Economy,0,888
2024-05-04,2024-05-16,Thursday,ADB,ANK,Pegasus,12,20:45,Economy,1,849
2024-07-26,2024-09-14,Saturday,ADB,IZM,AnadoluJet,50,05:30,Business,0,2000
2024-03-12,2024-05-08,Wednesday,IZM,ESB,AnadoluJet,57,23:30,Economy,0,875
2024-02-05,2024-04-02,Tuesday,AYT,ESB,Turkish Airlines,57,04:00,Economy,0,889
2024-08-01,2024-09-29,Sunday,ESB,ADB,Pegasus,59,14:30,Economy,0,866
2024-03-31,2024-04-19,Friday,IZM,ADB,AnadoluJet,19,05:45,Economy,0,912
2023-12-25,2024-02-10,Saturday,ADB,IST,SunExpress,47,05:30,Economy,0,814
2024-05-03,2024-07-02,Tuesday,AYT,ADB,Turkish Airlines,60,04:15,Economy,0,738
2024-11-18,2024-11-29,Friday,AYT,ANK,AnadoluJet,11,21:15,Economy,1,879
2023-12-10,2024-02-05,Monday,AYT,ANK,AnadoluJet,57,17:15,Economy,1,577
2024-09-12,2024-10-12,Saturday,IZM,ADB,Pegasus,30,04:15,Economy,0,972
2024-10-21,2024-11-02,Saturday,IST,ADB,Turkish Airlines,12,19:45,Business,0,2323
2024-05-14,2024-06-14,Friday,AYT,IST,SunExpress,31,05:00,Economy,1,731
2024-01-08,2024-01-08,Monday,ESB,ANK,SunExpress,0,10:00,Economy,0,1096
2024-08-01,2024-08-23,Friday,ESB,IST,Turkish Airlines,22,16:00,Economy,1,852
2024-02-14,2024-04-03,Wednesday,IST,IZM,SunExpress,49,16:45,Economy,0,818
2024-06-05,2024-07-17,Wednesday,ANK,AYT,Turkish Airlines,42,03:30,Economy,0,842
2024-09-17,2024-10-22,Tuesday,ANK,IZM,Pegasus,35,06:30,Economy,1,765
2024-07-26,2024-08-30,Friday,AYT,ADB,AnadoluJet,35,10:45,Business,0,2148
2024-01-05,2024-02-05,Monday,ESB,IST,Pegasus,31,09:45,Economy,0,898
2024-06-07,2024-07-21,Sunday,AYT,IST,Pegasus,44,13:45,Economy,0,805
2024-05-01,2024-05-23,Thursday,AYT,IZM,Pegasus,22,02:30,Economy,0,937
2024-03-12,2024-04-08,Monday,ANK,AYT,AnadoluJet,27,20:00,Economy,1,769
2024-06-27,2024-08-22,Thursday,AYT,ADB,Turkish Airlines,56,16:00,Business,1,1879
2024-05-02,2024-05-09,Thursday,IST,ESB,AnadoluJet,7,14:30,Economy,0,985
2023-12-28,2024-02-16,Friday,IST,IZM,SunExpress,50,00:30,Economy,0,947
2023-12-14,2024-01-30,Tuesday,IST,IZM,Pegasus,47,17:30,Economy,0,899
2023-11-13,2024-01-01,Monday,IZM,AYT,AnadoluJet,49,07:15,Economy,1,613
2024-03-22,2024-05-15,Wednesday,ADB,ANK,Turkish Airlines,54,20:15,Economy,0,795
2024-05-01,2024-06-30,Sunday,IST,IZM,AnadoluJet,60,16:30,Economy,0,719
2024-04-15,2024-04-26,Friday,AYT,IZM,SunExpress,11,16:15,Economy,0,1107
2024-08-13,2024-09-26,Thursday,IZM,AYT,Pegasus,44,06:30,Economy,0,922
2024-03-14,2024-05-03,Friday,AYT,ESB,Pegasus,50,11:00,Economy,0,891
2024-10-22,2024-11-13,Wednesday,AYT,IST,AnadoluJet,22,16:15,Business,0,2259
2024-04-05,2024-05-18,Saturday,ESB,IST,AnadoluJet,43,02:45,Economy,0,815
2024-05-14,2024-05-31,Friday,AYT,ADB,Pegasus,17,16:30,Economy,0,1031
2024-09-10,2024-10-03,Thursday,ANK,IZM,AnadoluJet,23,08:45,Economy,0,955
2023-12-02,2024-01-20,Saturday,ADB,IZM,SunExpress,49,07:45,Economy,0,864
2024-01-03,2024-02-24,Saturday,AYT,IST,Pegasus,52,20:15,Economy,0,785
2024-03-26,2024-04-16,Tuesday,IST,ESB,Turkish Airlines,21,20:00,Business,0,2223
2024-10-01,2024-10-02,Wednesday,AYT,IZM,SunExpress,1,21:45,Business,1,2149
2024-05-12,2024-05-18,Saturday,IZM,ESB,Pegasus,6,21:15,Economy,1,895
2024-07-01,2024-07-11,Thursday,ADB,IST,SunExpress,10,15:45,Economy,0,1083
2024-02-09,2024-04-01,Monday,ANK,AYT,AnadoluJet,52,18:30,Economy,0,845
2024-07-27,2024-07-29,Monday,ANK,IST,SunExpress,2,08:30,Economy,1,991
2024-02-13,2024-02-21,Wednesday,IZM,AYT,SunExpress,8,10:30,Economy,0,1039
2024-05-06,2024-05-16,Thursday,IST,ANK,Turkish Airlines,10,18:30,Economy,0,1005
2024-02-21,2024-03-06,Wednesday,ANK,IZM,Pegasus,14,23:45,Business,1,2098
2023-11-24,2024-01-20,Saturday,ANK,IST,Turkish Airlines,57,05:45,Economy,0,828
2024-09-06,2024-10-26,Saturday,ADB,ANK,AnadoluJet,50,09:45,Economy,0,752
2024-03-18,2024-05-01,Wednesday,ADB,IZM,AnadoluJet,44,10:45,Economy,0,821
2024-05-28,2024-06-28,Friday,ESB,AYT,SunExpress,31,05:30,Business,0,2071
2024-07-28,2024-09-08,Sunday,AYT,ADB,Pegasus,42,15:15,Economy,0,877
2024-01-30,2024-03-02,Saturday,ESB,ADB,Pegasus,32,04:00,Economy,1,864
2024-11-09,2024-11-19,Tuesday,IST,IZM,SunExpress,10,17:00,Economy,0,1086
2023-12-28,2024-01-23,Tuesday,IST,AYT,SunExpress,26,12:00,Economy,1,829
2024-04-22,2024-06-16,Sunday,IST,ANK,Turkish Airlines,55,04:30,Economy,0,760
2024-06-07,2024-07-31,Wednesday,IST,ESB,Pegasus,54,07:00,Business,0,2031
2024-04-14,2024-05-18,Saturday,AYT,ADB,AnadoluJet,34,05:00,Economy,0,864
2024-07-17,2024-08-12,Monday,IZM,ADB,SunExpress,26,10:30,Economy,0,1002
2023-12-08,2024-01-18,Thursday,AYT,ESB,Turkish Airlines,41,22:30,Economy,0,986
2024-03-15,2024-04-26,Friday,IZM,ANK,Turkish Airlines,42,09:30,Economy,1,821
2023-12-21,2024-01-22,Monday,IZM,ANK,Pegasus,32,11:30,Business,0,2051
2024-09-29,2024-11-26,Tuesday,ESB,IZM,AnadoluJet,58,20:00,Economy,1,620
2024-07-06,2024-07-15,Monday,ANK,IST,AnadoluJet,9,01:45,Economy,0,999
2023-12-14,2024-01-05,Friday,ESB,AYT,AnadoluJet,22,04:30,Economy,0,961
2024-09-10,2024-09-11,Wednesday,IST,IZM,SunExpress,1,05:00,Economy,0,1155
2024-10-11,2024-11-19,Tuesday,ESB,ANK,Turkish Airlines,39,22:15,Economy,0,964
2024-02-21,2024-02-28,Wednesday,IZM,ADB,AnadoluJet,7,15:30,Economy,0,982
2024-04-29,2024-06-10,Monday,IST,ADB,AnadoluJet,42,03:45,Economy,0,863
2024-03-23,2024-05-22,Wednesday,IST,AYT,Pegasus,60,19:30,Economy,0,864
2024-08-24,2024-09-30,Monday,IST,AYT,Pegasus,37,20:15,Economy,1,745
2023-12-26,2024-02-14,Wednesday,AYT,ADB,SunExpress,50,04:30,Economy,0,865
2024-09-04,2024-09-30,Monday,ESB,AYT,AnadoluJet,26,05:00,Economy,0,1039
2024-09-09,2024-09-23,Monday,ADB,ESB,AnadoluJet,14,11:00,Economy,0,1103
2024-09-10,2024-09-26,Thursday,IST,ESB,Turkish Airlines,16,13:00,Economy,0,925
2024-08-15,2024-10-10,Thursday,IZM,IST,Pegasus,56,12:00,Business,0,1926
2024-06-18,2024-07-24,Wednesday,ADB,IST,SunExpress,36,08:00,Economy,0,887
2024-04-29,2024-04-29,Monday,ADB,ESB,SunExpress,0,05:00,Economy,1,990
2024-10-16,2024-10-25,Friday,ADB,ANK,AnadoluJet,9,22:45,Business,1,2148
2024-09-03,2024-09-12,Thursday,ANK,ADB,AnadoluJet,9,04:45,Economy,0,1059
2024-08-26,2024-09-13,Friday,AYT,IZM,Pegasus,18,15:15,Economy,0,949
2024-06-28,2024-07-26,Friday,IST,ANK,SunExpress,28,07:15,Economy,0,927
2024-09-02,2024-10-24,Thursday,IST,ESB,Pegasus,52,09:00,Economy,0,887
2024-05-25,2024-07-11,Thursday,ADB,ESB,Turkish Airlines,47,09:15,Economy,1,742
2024-04-16,2024-06-10,Monday,IST,ADB,Turkish Airlines,55,12:00,Economy,0,759
2024-11-17,2024-12-05,Thursday,ANK,ESB,SunExpress,18,05:45,Economy,0,1016
2024-04-09,2024-05-02,Thursday,ESB,ADB,SunExpress,23,06:30,Economy,0,899
2024-11-02,2024-12-07,Saturday,IST,ADB,Pegasus,35,21:15,Economy,0,900
2024-06-19,2024-08-09,Friday,IZM,IST,AnadoluJet,51,19:00,Economy,1,663
2024-04-17,2024-05-12,Sunday,IZM,ANK,Turkish Airlines,25,16:30,Economy,0,915
2024-04-12,2024-06-09,Sunday,AYT,ESB,AnadoluJet,58,18:00,Economy,0,826
2024-01-26,2024-03-06,Wednesday,ANK,IZM,Turkish Airlines,40,17:15,Economy,0,965
2024-04-30,2024-04-30,Tuesday,AYT,IZM,Turkish Airlines,0,14:30,Economy,1,975
